Species,ChemicalName,QNs,Freq,log10_Aij,EU_K,CDMS/JPL Intensity
['C17O'],['Carbon Monoxide'],['J=2-1'],[224.714385],[-6.19213],[16.17689],[-4.1509]
['C17O'],['Carbon Monoxide'],['J=3-2'],[337.0611298],[-5.6344],[32.35323],[-3.6426]
['C17O'],['Carbon Monoxide'],['J=4-3'],[449.3953412],[-5.24444],[53.92061],[-3.2957]
['C17O'],['Carbon Monoxide'],['J=5-4'],[561.7127845],[-4.94474],[80.8784],[-3.0408]
['C17O'],['Carbon Monoxide'],['J=6-5'],[674.0093443],[-4.70167],[113.22567],[-2.8472]
['C17O'],['Carbon Monoxide'],['J=7-6'],[786.2808166],[-4.49726],[150.96094],[-2.6982]
['C17O'],['Carbon Monoxide'],['J=8-7'],[898.5230217],[-4.32112],[194.08299],[-2.5841]
