Species,ChemicalName,QNs,Freq,log10_Aij,EU_K,CDMS/JPL Intensity
H2Ov=0,Water,"3(1,3)-2(2,0)",183.310087,-5.44498,204.70719,-3.6463
H2Ov=0,Water,"5(1,5)-4(2,2)",325.152899,-4.93817,469.94165,-3.5711
H2Ov=0,Water,"4(1,4)-3(2,1)",380.1973598,-4.51826,323.49263,-2.6152
H2Ov=0,Water,"4(2,3)-3(3,0)",448.0010775,-4.27036,432.15478,-2.5935
H2Ov=0,Water,"1(1,0)-1(0,1)",556.9359877,-2.46531,60.96344,-0.8189
H2Ov=0,Water,"2(1,1)-2(0,2)",752.033143,-2.15611,136.93685,-0.9985
H2Ov=0,Water,"4(2,2)-3(3,1)",916.17158,-3.24899,454.33654,-2.3755
