Species,ChemicalName,QNs,Freq,log10_Aij,EU_K,CDMS/JPL Intensity
H2CS,Thioformaldehyde,"19(2,17)-18(2,16)",654.8156962,-2.36952,366.4692,-2.1217
H2CS,Thioformaldehyde,"19(1,18)-18(1,17)",661.1308765,-1.51567,330.82034,-1.5808
H2CS,Thioformaldehyde,"20(1,20)-19(1,19)",675.0389992,-1.59736,353.71018,-1.5729
H2CS,Thioformaldehyde,"20(0,20)-19(0,19)",682.5602504,-2.31016,345.01091,-2.0266
H2CS,Thioformaldehyde,"20(2,19)-19(2,18)",685.6764642,-2.30842,398.53317,-2.1042
H2CS,Thioformaldehyde,"20(3,18)-19(3,17)",686.6577492,-1.58396,464.44092,-1.7268
H2CS,Thioformaldehyde,"20(3,17)-19(3,16)",686.7964073,-1.58364,464.46657,-1.7266
H2CS,Thioformaldehyde,"20(2,18)-19(2,17)",689.5082928,-2.30124,399.56019,-2.1008
H2CS,Thioformaldehyde,"20(1,19)-19(1,18)",695.7524749,-1.55807,364.21107,-1.5612
H2CS,Thioformaldehyde,"21(1,21)-20(1,20)",708.6362684,-1.61349,387.71919,-1.5575
H2CS,Thioformaldehyde,"21(0,21)-20(0,20)",716.2363076,-2.24696,379.38469,-2.0122
H2CS,Thioformaldehyde,"21(2,20)-20(2,19)",719.8225683,-2.24419,433.079,-2.0892
H2CS,Thioformaldehyde,"21(3,19)-20(3,18)",720.9616699,-1.59898,499.04152,-1.7112
H2CS,Thioformaldehyde,"21(3,18)-20(3,17)",721.1385612,-1.59863,499.07547,-1.711
H2CS,Thioformaldehyde,"21(2,19)-20(2,18)",724.2288071,-2.2363,434.31746,-2.0856
H2CS,Thioformaldehyde,"21(1,20)-20(1,19)",730.3457375,-1.57415,399.26193,-1.5472
H2CS,Thioformaldehyde,"22(1,22)-21(1,21)",742.2125757,-1.61458,423.33963,-1.5474
H2CS,Thioformaldehyde,"22(0,22)-21(0,21)",749.8550939,-2.18668,415.37175,-2.003
H2CS,Thioformaldehyde,"22(2,21)-21(2,20)",753.9486584,-2.18305,469.26263,-2.0796
H2CS,Thioformaldehyde,"22(2,20)-21(2,19)",758.9763021,-2.1744,470.74241,-2.0758
H2CS,Thioformaldehyde,"22(1,21)-21(1,20)",764.9088912,-1.57532,435.97154,-1.5387
H2CS,Thioformaldehyde,"23(1,23)-22(1,22)",775.7672955,-1.60629,460.57031,-1.5423
H2CS,Thioformaldehyde,"23(0,23)-22(0,22)",783.416523,-2.12921,452.96964,-1.9989
H2CS,Thioformaldehyde,"23(1,22)-22(1,21)",799.4401151,-1.56714,474.33838,-1.5353
H2CS,Thioformaldehyde,"24(1,24)-23(1,23)",809.2998455,-1.59188,499.41034,-1.542
H2CS,Thioformaldehyde,"24(0,24)-23(0,23)",816.9209445,-2.07436,492.17549,-1.9997
